0.001720	0.895318	0.021659	0.538420	2
0.000358	0.015789	0.999305	0.023673	3
0.003187	0.004429	0.991460	0.027186	3
0.978203	0.001359	0.260413	0.040898	1
0.330715	0.001675	0.764975	0.015955	3
0.000622	0.335073	0.181471	0.072936	2
0.002742	0.025471	0.991620	0.049067	3
0.009633	0.531054	0.101485	0.699580	4
0.002648	0.021983	0.995684	0.026245	3
0.015401	0.807201	0.008080	0.238092	2
0.964707	0.003485	0.365253	0.012596	1
0.033510	0.782516	0.022568	0.530976	2
0.994961	0.007660	0.003013	0.020820	1
0.975196	0.011683	0.102655	0.055362	1
0.062203	0.212751	0.148231	0.040912	2
0.000731	0.019538	0.999318	0.015978	3
0.017962	0.145368	0.188228	0.680929	4
0.008254	0.282570	0.041144	0.231286	2
0.001500	0.015872	0.989200	0.028706	3
0.917018	0.001816	0.176352	0.033032	1
0.940238	0.049279	0.026508	0.035078	1
0.945739	0.028320	0.302908	0.031565	1
0.004721	0.949702	0.014892	0.299058	2
0.002061	0.019399	0.993234	0.020338	3
0.984494	0.001443	0.038558	0.015162	1
0.000731	0.010494	0.996383	0.010726	3
0.002452	0.927077	0.033092	0.306349	2
0.880157	0.013761	0.097806	0.020456	1
0.025243	0.035474	0.828165	0.044573	3
0.001186	0.920743	0.011592	0.208338	2
0.041082	0.007383	0.973096	0.019237	3
0.001076	0.009449	0.991360	0.014827	3
0.014602	0.066753	0.103602	0.170382	4
0.989174	0.002607	0.064455	0.014902	1
0.000915	0.587836	0.023797	0.379724	2
0.004367	0.019771	0.971517	0.020319	3
0.956139	0.015754	0.032121	0.130225	1
0.002622	0.887114	0.008198	0.348256	2
0.987911	0.002003	0.067806	0.029705	1
0.045301	0.011110	0.400717	0.061969	3
0.695008	0.018034	0.091558	0.032745	1
0.844837	0.025962	0.018873	0.131353	1
0.811328	0.018684	0.231290	0.126068	1
0.001218	0.890409	0.003474	0.277617	2
0.000696	0.959848	0.006444	0.348233	2
0.013673	0.001190	0.987961	0.004683	3
0.001086	0.030317	0.988526	0.007854	3
0.879960	0.001379	0.178909	0.023043	1
0.000921	0.273254	0.897661	0.130508	3
0.919297	0.004922	0.050659	0.060318	1
0.986420	0.001908	0.160712	0.007367	1
0.003379	0.103945	0.004785	0.422983	4
0.645857	0.015320	0.049077	0.218608	1
0.003341	0.914501	0.002118	0.681924	2
0.016471	0.054634	0.729967	0.157001	3
0.000994	0.561308	0.015801	0.047517	2
0.007178	0.121605	0.529585	0.107544	3
0.059963	0.882852	0.003617	0.440230	2
0.000512	0.009306	0.998117	0.005741	3
0.010530	0.276420	0.022043	0.520021	4
0.132819	0.047280	0.425516	0.276796	3
0.167421	0.004081	0.970885	0.008341	3
0.076628	0.624736	0.001062	0.178869	2
0.405760	0.035750	0.026054	0.394972	1
0.987803	0.002503	0.092528	0.021972	1
0.589629	0.006261	0.205410	0.012314	1
0.110037	0.265127	0.002470	0.300642	4
0.009128	0.232594	0.858443	0.006822	3
0.870381	0.003737	0.114020	0.043435	1
0.960860	0.006325	0.038354	0.024572	1
0.012113	0.013956	0.928666	0.064793	3
0.227446	0.051270	0.516637	0.092020	3
0.551387	0.022076	0.435131	0.025676	1
0.010952	0.950392	0.001419	0.576800	2
0.996073	0.002494	0.013016	0.011932	1
0.004642	0.010143	0.986981	0.008584	3
0.000535	0.434026	0.090402	0.346294	2
0.994221	0.001121	0.038866	0.011660	1
0.024737	0.902344	0.032037	0.311280	2
0.012496	0.712370	0.035591	0.260698	2
0.003730	0.014632	0.982113	0.018144	3
0.991244	0.003889	0.029161	0.024511	1
0.968939	0.002289	0.028895	0.011188	1
0.650302	0.005263	0.154914	0.174508	1
0.998518	0.000623	0.002782	0.004996	1
0.030828	0.394757	0.005415	0.505297	4
0.001099	0.967559	0.000407	0.457148	2
0.002135	0.022910	0.980218	0.026595	3
0.028152	0.112392	0.610557	0.059384	3
0.983107	0.000722	0.087719	0.030886	1
0.856302	0.062053	0.021679	0.050442	1
0.889065	0.004944	0.082581	0.021864	1
0.040426	0.822966	0.005035	0.261652	2
0.505798	0.029472	0.017465	0.203068	1
0.001785	0.000850	0.998725	0.006883	3
0.040803	0.024305	0.834744	0.094808	3
0.000261	0.954283	0.002228	0.457441	2
0.000417	0.006940	0.997798	0.041725	3
0.001199	0.796350	0.027644	0.154423	2
0.965756	0.001994	0.303864	0.009615	1
0.000682	0.009621	0.998927	0.054407	3
0.000414	0.872819	0.205371	0.113262	2
0.888820	0.004512	0.087019	0.033813	1
0.288387	0.028447	0.826343	0.054768	3
0.000902	0.802781	0.007950	0.488374	2
0.003441	0.877309	0.003003	0.291421	2
0.001114	0.980074	0.001952	0.549960	2
0.008557	0.037398	0.987189	0.008457	3
0.008338	0.028895	0.983723	0.068047	3
0.983690	0.000957	0.165766	0.005887	1
0.007270	0.027564	0.963561	0.011446	3
0.045979	0.009847	0.987515	0.056514	3
0.518182	0.004445	0.556914	0.020242	3
0.743741	0.010367	0.092405	0.018819	1
0.004166	0.882184	0.003027	0.744241	2
0.003606	0.975923	0.000929	0.288942	2
0.000213	0.002426	0.999455	0.021011	3
0.547370	0.019295	0.341522	0.119609	1
0.004923	0.926450	0.009452	0.470975	2
0.813504	0.030112	0.110861	0.023949	1
0.014771	0.523261	0.001709	0.505605	2
0.001254	0.015387	0.992156	0.014037	3
0.005212	0.006885	0.996186	0.060991	3
0.912221	0.008635	0.185385	0.019303	1
0.000512	0.061430	0.994336	0.204510	3
0.048129	0.556165	0.014275	0.102849	2
0.989697	0.002147	0.012631	0.004096	1
0.991094	0.001958	0.022106	0.024452	1
0.995014	0.001061	0.063486	0.013294	1
0.013762	0.432877	0.026700	0.539453	4
0.004952	0.952133	0.001972	0.172579	2
0.000432	0.004410	0.984464	0.034503	3
0.033532	0.007630	0.968885	0.013813	3
0.014848	0.408136	0.014738	0.348829	2
0.001323	0.053077	0.997079	0.035630	3
0.001073	0.039078	0.949035	0.086405	3
0.330541	0.001778	0.661121	0.034736	3
0.001503	0.932097	0.013980	0.042086	2
0.007346	0.687137	0.007441	0.057632	2
0.098647	0.479034	0.238281	0.057863	2
0.003709	0.210390	0.100051	0.310400	4
0.001078	0.025159	0.900616	0.119841	3
0.004132	0.478257	0.021268	0.119592	2
0.001441	0.774923	0.006951	0.541847	2
0.001825	0.961670	0.079501	0.283001	2
0.004084	0.003163	0.995026	0.004424	3
0.002891	0.794520	0.053824	0.513095	2
0.003364	0.896450	0.011169	0.352513	2
0.000217	0.051124	0.992880	0.008088	3
0.001238	0.020809	0.996402	0.015710	3
0.990438	0.001444	0.052847	0.033082	1
0.073416	0.457566	0.018118	0.186338	2
0.000822	0.897077	0.001343	0.615303	2
0.082014	0.384248	0.123573	0.058126	2
0.949594	0.004116	0.192173	0.011231	1
0.002149	0.921510	0.001258	0.476380	2
0.774839	0.001494	0.557448	0.021886	1
0.002054	0.018450	0.996255	0.008402	3
0.018246	0.917075	0.004719	0.238373	2
0.001013	0.896732	0.002149	0.465061	2
0.468507	0.001142	0.931605	0.011483	3
0.002401	0.003590	0.997908	0.054109	3
0.034237	0.474139	0.006163	0.442462	2
0.981779	0.002371	0.300486	0.027443	1
0.000583	0.018372	0.996503	0.023252	3
0.001968	0.259243	0.004100	0.714786	4
0.001641	0.753406	0.008820	0.229709	2
0.783238	0.007192	0.083955	0.019035	1
0.990186	0.002971	0.009926	0.017824	1
0.982472	0.003593	0.008026	0.023107	1
0.001621	0.973342	0.005606	0.099131	2
0.991343	0.000796	0.012861	0.007508	1
0.202728	0.002833	0.901733	0.013190	3
0.000781	0.755427	0.092953	0.749546	2
0.067790	0.106564	0.074189	0.332727	4
0.000672	0.022901	0.998356	0.012656	3
0.001114	0.077222	0.911322	0.066672	3
0.001558	0.761686	0.186918	0.204968	2
0.001227	0.049000	0.993091	0.014664	3
0.609427	0.040416	0.062356	0.195983	1
0.993911	0.002009	0.083959	0.003219	1
0.883027	0.025778	0.061365	0.037227	1
0.984296	0.001705	0.340892	0.007973	1
0.003268	0.766369	0.049725	0.522960	2
0.004085	0.002889	0.909778	0.044250	3
0.007746	0.256883	0.028036	0.229352	2
0.985354	0.003257	0.047530	0.011403	1
0.987188	0.055583	0.018875	0.063138	1
0.002828	0.490381	0.032099	0.210720	2
0.006000	0.858460	0.001051	0.336467	2
0.993479	0.001362	0.035621	0.012411	1
0.027402	0.022452	0.892163	0.034531	3
0.003015	0.021078	0.883511	0.015206	3
0.912704	0.017283	0.009943	0.061798	1
0.043595	0.277763	0.008310	0.222230	2
0.001161	0.079137	0.990853	0.050012	3
0.972073	0.002349	0.021747	0.034112	1
0.000629	0.008122	0.931315	0.058421	3
0.001154	0.016790	0.950250	0.058509	3
0.989129	0.005816	0.006693	0.052235	1
0.000528	0.851153	0.049031	0.497844	2
0.021963	0.506026	0.005155	0.551210	4
0.006686	0.007249	0.959958	0.026380	3
0.992943	0.001568	0.141278	0.004714	1
0.968416	0.001439	0.164518	0.088312	1
0.001299	0.663181	0.035886	0.219967	2
0.039369	0.913299	0.012325	0.094324	2
0.103755	0.002108	0.991640	0.005219	3
0.960944	0.001554	0.136644	0.011313	1
0.522332	0.005835	0.130610	0.153427	1
0.001638	0.012117	0.992716	0.146954	3
0.002496	0.146816	0.090718	0.721227	4
0.001266	0.011159	0.997818	0.027594	3
0.266876	0.001504	0.860249	0.042991	3
0.444696	0.064475	0.100840	0.069994	1
0.958759	0.011969	0.107196	0.037717	1
0.004842	0.013164	0.978003	0.049039	3
0.986681	0.005400	0.014066	0.010310	1
0.006768	0.009750	0.994071	0.047256	3
0.002756	0.728258	0.040811	0.294004	2
0.000586	0.809889	0.004910	0.304076	2
0.007666	0.353030	0.102714	0.347951	2
0.006083	0.006455	0.973355	0.011171	3
0.019079	0.038396	0.395025	0.033886	3
0.992855	0.000662	0.039651	0.009297	1
0.665807	0.001769	0.072015	0.024456	1
0.004810	0.528481	0.040774	0.435842	2
0.003158	0.464042	0.005299	0.424859	2
0.997853	0.001871	0.011653	0.015256	1
0.337158	0.192787	0.002298	0.098295	1
0.017679	0.297410	0.020566	0.499325	4
0.010032	0.926800	0.004630	0.615650	2
0.923462	0.048772	0.008789	0.092742	1
0.003122	0.806069	0.047421	0.207584	2
0.108511	0.044583	0.977380	0.010193	3
0.000179	0.020199	0.999131	0.002502	3
0.009549	0.062452	0.687323	0.121145	3
0.990503	0.001491	0.036318	0.026660	1
0.008256	0.023041	0.986742	0.032086	3
0.062450	0.174000	0.000935	0.749640	4
0.018574	0.205660	0.050455	0.281292	4
0.005181	0.049990	0.841270	0.093418	3
0.009996	0.002099	0.994934	0.027119	3
0.427921	0.052070	0.022448	0.147382	1
0.003704	0.908666	0.001151	0.175661	2
0.013458	0.050588	0.027390	0.452733	4
0.012063	0.751050	0.000423	0.559635	2
0.002724	0.126357	0.092426	0.309125	4
0.000664	0.009134	0.999374	0.015587	3
0.000580	0.057412	0.997992	0.278463	3
0.105901	0.005948	0.077862	0.387771	4
0.295339	0.011680	0.359195	0.255401	3
0.007695	0.014472	0.853285	0.021359	3
0.019659	0.046658	0.913850	0.044232	3
0.004331	0.135307	0.034301	0.446777	4
0.527426	0.010950	0.108784	0.036069	1
0.005279	0.053665	0.955988	0.054994	3
0.016525	0.014707	0.984532	0.016465	3
0.194413	0.051887	0.206665	0.026003	3
0.997276	0.001345	0.014259	0.012655	1
0.034758	0.393557	0.001020	0.737643	4
0.987632	0.015649	0.031569	0.089258	1
0.014210	0.944721	0.006965	0.122790	2
0.771757	0.032197	0.013344	0.187148	1
0.882767	0.002282	0.071478	0.043476	1
0.001449	0.005645	0.999129	0.009690	3
0.015208	0.448745	0.061974	0.236714	2
0.977004	0.002841	0.098403	0.012343	1
0.101131	0.272674	0.102057	0.025673	2
0.908017	0.002449	0.262014	0.063712	1
0.975786	0.010551	0.051289	0.019658	1
0.003785	0.836027	0.010912	0.316844	2
0.054732	0.235505	0.010553	0.437792	4
0.982344	0.000759	0.111034	0.003528	1
0.001455	0.020134	0.995032	0.031608	3
0.880140	0.016138	0.220466	0.084471	1
0.045047	0.386249	0.018654	0.406269	4
0.949183	0.005233	0.101551	0.028606	1
0.000899	0.845648	0.005234	0.279021	2
0.013958	0.469259	0.004545	0.281477	2
0.923230	0.004567	0.068429	0.008802	1
0.000642	0.008822	0.997652	0.015591	3
0.037205	0.020882	0.756525	0.009589	3
0.001039	0.007709	0.998553	0.008190	3
0.481510	0.030258	0.008393	0.211560	1
0.987062	0.007350	0.005519	0.014358	1
0.000425	0.010812	0.992612	0.017949	3
0.143398	0.002669	0.544318	0.031364	3
0.883548	0.005043	0.353645	0.057154	1
0.510831	0.272580	0.006673	0.072698	1
0.756390	0.042832	0.059873	0.064496	1
0.634475	0.007667	0.333390	0.012256	1
0.002700	0.939260	0.000932	0.498703	2
0.036563	0.114501	0.609192	0.366118	3
0.838769	0.040912	0.066102	0.073418	1
0.003823	0.143962	0.024433	0.388457	4
0.974366	0.052956	0.022480	0.009106	1
0.869441	0.023228	0.096191	0.132070	1
0.050934	0.016915	0.554529	0.063404	3
0.015097	0.100061	0.015954	0.499853	4
0.002416	0.954210	0.003864	0.168065	2
0.934827	0.006747	0.100141	0.017491	1
0.000695	0.969234	0.000391	0.717638	2
0.996728	0.002113	0.027898	0.067135	1
0.992462	0.002945	0.039675	0.005350	1
0.046027	0.296499	0.010264	0.338772	4
0.016776	0.021104	0.943064	0.053788	3
0.011063	0.484350	0.005456	0.287174	2
0.979351	0.077666	0.030614	0.026420	1
0.004795	0.858612	0.041446	0.090347	2
0.987097	0.006749	0.006832	0.008051	1
0.003001	0.057703	0.982815	0.004513	3
0.004176	0.033735	0.825508	0.137934	3
0.783504	0.001891	0.483580	0.011693	1
0.018243	0.905992	0.019818	0.288549	2
0.015348	0.009088	0.955873	0.025260	3
0.017821	0.047941	0.133260	0.593905	4
0.020494	0.006541	0.969887	0.043375	3
